# Time-averaged data for fix 4
# TimeStep v_myPxx v_myPyy v_myPzz v_myPxy v_myPxz v_myPyz
1847000 -57.4038 -138.511 -67.7161 20.2897 93.4116 -15.0481
1848000 -121.868 -10.3398 -136.341 56.6109 77.3161 26.3207
1849000 -237.789 -38.6251 -190.619 15.3951 72.1097 -24.6999
1850000 -26.0936 -10.7591 -77.954 -26.2489 96.0682 -92.2112
1851000 63.9071 65.3049 -18.0993 8.31777 44.6642 3.16459
1852000 -21.6659 71.1711 105.558 -21.2114 36.7114 -36.5061
1853000 -31.2837 156.455 -47.4625 -37.8806 30.059 -39.2525
1854000 46.157 7.33932 -88.2295 101.828 -9.5401 -21.0339
1855000 -43.7525 -53.6992 -128.667 30.5159 105.085 -57.046
1856000 -61.5778 -84.1476 -48.1822 -21.3822 54.3364 -59.6005
1857000 -3.00201 -16.5954 -78.4959 32.6675 29.0614 -54.8841
1858000 -29.6717 177.982 16.8157 42.0505 -105.822 5.6265
1859000 60.0862 -64.5174 -187.851 -59.2581 12.5429 -1.63213
1860000 -56.0355 -60.4531 -80.5043 -54.4027 -36.9852 -84.6709
1861000 -3.95138 -60.7292 36.8283 7.63924 9.89029 -14.401
1862000 -84.7278 -150.817 -63.6952 -80.3703 25.7952 -46.7163
1863000 -202.477 -249.455 -126.285 -13.38 -26.9001 5.89296
1864000 -91.8931 -202.06 -154.894 -23.3209 -28.1096 -49.5598
1865000 -78.1452 -104.276 -255.771 -11.4516 41.2041 -46.6516
1866000 -97.0083 -262.089 -283.673 8.3942 -49.7162 29.0498
1867000 -185.503 -224.416 -380.427 73.5601 -25.2133 35.2782
1868000 -144.873 -53.1279 -364.316 94.2715 3.9549 -30.404
1869000 -140.193 -156.316 -172.52 44.0249 -24.7489 -20.8138
1870000 -161.55 -156.386 -163.64 -9.82811 -35.9354 31.328
1871000 -275.047 -251.046 -226.114 58.1681 -47.1467 22.8741
1872000 -265.406 -261.076 -250.327 -11.8966 -31.9903 -21.0268
1873000 -110.272 -189.299 -81.0172 14.3784 13.887 -7.76015
